"Treat" "tot04" "tot08" "tot12" "adt04" "adt08" "adt12" "length" "width" "speed" "shoulder" "driveways" "intersections" "curves" "curvature"
"489" 0 0 0 0 3483 3070 2619.33333333333 0.407 "> 20 and < 24" "High" "> 3 and <= 6" "None" "None" ">= 1" 5.54654
"490" 0 2 1 0 3483 3070 2619.33333333333 0.483 "> 20 and < 24" "High" "> 3 and <= 6" "None" "None" "None" 0
"491" 0 2 0 0 6577 6500 6698.33333333333 0.479 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"492" 0 0 0 1 3882 3771 4267 0.441 ">= 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"493" 0 0 1 0 3040 2997 2912 0.444 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 4.42838
"494" 0 0 0 0 3040 2997 2912 0.663 "> 20 and < 24" "Low" "<= 3" "> 10" "None" ">= 1" 5.41378
"495" 0 0 0 0 3040 2997 2912 0.36 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 2.36263
"496" 0 0 0 0 3040 2997 2912 0.388 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"497" 0 0 0 0 3040 2997 2912 0.539 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 5.1371
"498" 0 0 0 0 3040 2997 2912 0.305 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 4.65441
"499" 0 0 0 0 3040 2997 2912 0.159 ">= 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"500" 0 0 1 0 3040 2997 2912 0.286 "<= 20" "Low" "> 6" "> 0 and <= 10" ">= 1" "None" 0
"501" 0 0 2 0 9146 9495 7930.33333333333 0.677 ">= 24" "Low" "> 3 and <= 6" "> 10" ">= 1" ">= 1" 4.08578
"502" 0 0 0 0 1304 1301 1555 0.695 "<= 20" "Low" "<= 3" "> 10" ">= 1" ">= 1" 3.35896
"503" 0 0 0 0 2237 2310 2705.33333333333 0.414 "<= 20" "High" "> 3 and <= 6" "None" "None" ">= 1" 1.77862
"504" 0 0 1 0 2237 2310 2705.33333333333 0.398 "<= 20" "High" "> 3 and <= 6" "None" "None" ">= 1" 2.57862
"505" 0 0 0 1 3022 3166 3614.66666666667 0.429 "> 20 and < 24" "Low" "<= 3" "> 10" "None" "None" 0
"506" 0 1 2 1 3022 3166 3614.66666666667 0.425 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 5.26132
"507" 0 1 2 0 3022 3166 3614.66666666667 0.489 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"508" 0 0 0 0 3022 3166 3614.66666666667 0.488 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"509" 0 0 0 0 3022 3166 3614.66666666667 0.473 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 2.05635
"510" 0 0 1 0 3022 3166 3614.66666666667 0.456 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"511" 0 0 1 0 3022 3166 3614.66666666667 0.501 "> 20 and < 24" "High" "<= 3" "None" "None" ">= 1" 3.02385
"512" 0 0 1 0 3022 3166 3614.66666666667 0.524 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"513" 0 0 1 1 3022 3166 3614.66666666667 0.417 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"514" 0 0 1 0 3022 3166 3614.66666666667 0.464 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"515" 0 1 0 0 3022 3166 3614.66666666667 0.473 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 2.70071
"516" 0 0 0 0 3022 3166 3614.66666666667 0.48 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"517" 0 0 0 1 3022 3166 3614.66666666667 0.502 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 4.01025
"518" 0 1 2 0 3022 3166 3614.66666666667 0.405 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 2.83919
"519" 0 2 0 1 3022 3166 3614.66666666667 0.523 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 4.55991
"520" 0 0 0 2 3022 3166 3614.66666666667 0.559 "> 20 and < 24" "High" "<= 3" "> 10" "None" "None" 0
"521" 0 1 2 0 3022 3166 3614.66666666667 0.52 "> 20 and < 24" "Low" "<= 3" "> 10" "None" "None" 0
"522" 0 0 0 0 3940 4096 3514.66666666667 0.532 "> 20 and < 24" "High" "<= 3" "None" "None" "None" 0
"523" 0 0 0 1 8289 6149 6651.66666666667 0.649 "> 20 and < 24" "High" "> 3 and <= 6" "> 10" "None" ">= 1" 3.66881
"524" 0 0 0 0 5221 5278 5048.66666666667 0.271 ">= 24" "Low" "<= 3" "> 10" "None" ">= 1" 5.22655
"525" 0 0 0 0 7553 7515 7060.33333333333 0.49 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 2.88705
"526" 0 0 0 1 7553 7515 7060.33333333333 0.531 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"527" 0 0 0 0 7553 7515 7060.33333333333 0.487 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"528" 0 0 0 0 7553 7515 7060.33333333333 0.491 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"529" 0 0 0 0 7553 7515 7060.33333333333 0.255 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.06005
"530" 0 0 0 0 7553 7515 7060.33333333333 0.077 ">= 24" "Low" "> 6" "None" ">= 1" ">= 1" 17.4199
"531" 0 0 1 1 5528 5485 5457.66666666667 0.424 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" ">= 1" ">= 1" 3.83611
"532" 0 0 0 0 5528 5485 5463.66666666667 0.494 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 3.79742
"533" 0 0 2 0 5528 5485 5463.66666666667 0.461 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"534" 0 0 2 1 5528 5485 5463.66666666667 0.473 "> 20 and < 24" "High" "<= 3" "> 10" "None" "None" 0
"535" 0 0 0 0 5528 5485 5463.66666666667 0.395 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 4.08915
"536" 0 0 0 0 5528 5485 5463.66666666667 0.385 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.61836
"537" 0 0 1 0 6385 5688 5678 0.426 ">= 24" "Low" "<= 3" "> 10" "None" "None" 0
"538" 0 0 0 0 1686 1740 1288.66666666667 0.458 "> 20 and < 24" "High" "> 3 and <= 6" "None" "None" ">= 1" 3.82737
"539" 0 0 2 0 1686 1740 1288.66666666667 0.492 "> 20 and < 24" "High" "> 3 and <= 6" "None" "None" "None" 0
"540" 0 0 0 0 6989 6359 6426.83333333333 0.156 ">= 24" "Low" "<= 3" "> 10" ">= 1" "None" 0
"541" 0 0 0 0 6989 6359 5744.89 0.421 ">= 24" "Low" "<= 3" "> 10" ">= 1" "None" 0
"542" 0 2 1 0 6308 5791 4715.33333333333 0.265 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 10.6653
"543" 0 1 0 0 6308 5791 4715.33333333333 0.474 "> 20 and < 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 7.88113
"544" 0 1 0 0 9059 9197 8239.33333333333 0.695 ">= 24" "Low" "> 3 and <= 6" "> 10" ">= 1" "None" 0
"545" 0 0 1 3 9059 9197 8910.33333333333 0.452 ">= 24" "Low" "> 3 and <= 6" "> 10" "None" "None" 0
"546" 0 1 4 1 9059 9197 8910.33333333333 0.461 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"547" 0 1 0 2 9059 9197 8910.33333333333 0.748 ">= 24" "Low" "> 3 and <= 6" "> 10" ">= 1" ">= 1" 2.92835
"548" 0 0 2 1 9059 9197 8910.33333333333 0.316 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"549" 0 2 0 2 9059 9197 8910.33333333333 0.477 ">= 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 1.79472
"550" 0 0 2 1 8489 8685 7218.33333333333 0.313 ">= 24" "Low" "> 3 and <= 6" "> 10" "None" "None" 0
"551" 0 0 1 2 8489 8685 7218.33333333333 0.435 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"552" 0 0 0 0 8489 8685 7218.33333333333 0.373 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"553" 0 1 0 0 6942 7673 7572 0.272 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 7.50131
"554" 0 0 0 0 6942 7673 7572 0.234 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 6.1075
"555" 0 0 0 0 6942 7673 7572 0.361 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"556" 0 0 0 1 6942 7673 7572 0.244 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 2.42756
"557" 0 2 1 0 6942 7673 7572 0.357 ">= 24" "Low" "> 3 and <= 6" "> 10" "None" ">= 1" 4.35048
"558" 0 1 2 0 4670 4266 4080.66666666667 0.31 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"559" 0 0 1 0 4670 4266 4080.66666666667 0.476 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"560" 0 0 0 0 4016 2758 2778.16666666667 0.669 ">= 24" "Low" "> 3 and <= 6" "> 10" ">= 1" ">= 1" 2.546
"561" 0 2 1 0 2226 2923 3302 0.502 ">= 24" "Low" "> 3 and <= 6" "> 10" ">= 1" ">= 1" 2.23184
"562" 0 0 0 0 3588 3299 2745 0.124 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"563" 0 0 0 0 889 910 1040 0.091 ">= 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 19.1297
"564" 0 0 0 0 7098 6774 7835 0.223 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"565" 0 0 0 0 2888 2831 2735 0.646 "> 20 and < 24" "High" "> 3 and <= 6" "> 10" "None" "None" 0
"566" 0 0 0 0 2888 2831 2735 0.494 "> 20 and < 24" "High" "> 3 and <= 6" "> 10" "None" "None" 0
"567" 0 0 1 0 2234 2144 2151 0.224 "> 20 and < 24" "Low" "<= 3" "> 10" "None" "None" 0
"568" 0 1 0 0 1921 1671 1636 0.408 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"569" 0 0 0 0 1921 1671 1636 0.392 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 6.75119
"570" 0 0 1 0 1921 1671 1636 0.225 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.6965
"571" 0 1 0 1 5084 5253 4719.33333333333 0.627 ">= 24" "Low" "<= 3" "> 10" "None" "None" 0
"572" 0 0 0 0 5084 5253 4719.33333333333 0.158 ">= 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 16.3351
"573" 0 0 1 0 3557 3178 3112.33333333333 0.498 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"574" 0 1 0 1 3557 3178 3112.33333333333 0.403 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"575" 0 0 0 1 3557 3178 3112.33333333333 0.641 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"576" 0 0 0 1 3557 3178 3112.33333333333 0.435 "> 20 and < 24" "Low" "<= 3" "None" "None" ">= 1" 9.02455
"577" 0 0 0 0 1250 1270 1247.33333333333 0.534 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 5.09487
"578" 0 0 0 1 1250 1270 1247.33333333333 0.566 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 5.62487
"579" 0 0 0 0 1250 1270 1247.33333333333 0.593 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 4.49386
"580" 0 0 0 0 1250 1270 1247.33333333333 0.626 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 4.00251
"581" 0 0 0 0 1250 1270 1247.33333333333 0.271 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 4.06513
"582" 0 0 1 0 1250 1270 1247.33333333333 0.597 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.66676
"583" 0 0 0 0 1250 1270 1247.33333333333 0.491 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 5.16458
"584" 0 0 0 0 1250 1270 1247.33333333333 0.58 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 2.70072
"585" 0 0 1 2 1250 1270 1247.33333333333 0.522 "> 20 and < 24" "Low" "<= 3" "None" "None" ">= 1" 6.19041
"586" 0 1 0 0 1250 1270 1247.33333333333 0.641 "> 20 and < 24" "Low" "<= 3" "None" "None" ">= 1" 5.67033
"587" 0 0 0 0 1250 1270 1247.33333333333 0.409 "> 20 and < 24" "Low" "<= 3" "None" ">= 1" "None" 0
"588" 0 0 0 1 1639 1519 1520.66666666667 0.563 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 5.17715
"589" 0 0 0 0 1266 1171 1168.66666666667 0.563 ">= 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 8.85528
"590" 0 1 0 0 1266 1171 1168.66666666667 0.53 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 11.3206
"591" 0 0 2 0 1266 1171 1168.66666666667 0.688 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.81838
"592" 0 0 0 0 1266 1171 1168.66666666667 0.47 ">= 24" "Low" "<= 3" "None" ">= 1" ">= 1" 18.5117
"593" 0 0 0 0 1266 1171 1168.66666666667 0.446 ">= 24" "Low" "<= 3" "None" "None" "None" 0
"594" 0 0 0 0 1266 1171 1168.66666666667 0.486 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 7.43621
"595" 0 0 1 0 1266 1171 1168.66666666667 0.632 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 6.80498
"596" 0 1 0 1 1266 1171 1168.66666666667 0.406 ">= 24" "Low" "<= 3" "None" "None" ">= 1" 11.3569
"597" 0 0 0 0 1266 1171 1168.66666666667 0.449 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.44844
"598" 0 1 0 0 1874 2716 2564 0.313 "> 20 and < 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"599" 0 1 0 1 4549 4779 4672.16666666667 0.305 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" ">= 1" ">= 1" 4.5658
"600" 0 0 0 0 3391 2592 2549.66666666667 0.234 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"601" 0 0 0 0 2308 2046 2170.5 0.09 ">= 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"602" 0 2 0 0 2308 2046 1960.33333333333 0.573 ">= 24" "Low" "<= 3" "> 10" "None" "None" 0
"603" 0 1 0 1 2308 2046 1960.33333333333 0.458 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 6.17619
"604" 0 0 0 1 2308 2046 1960.33333333333 0.475 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"605" 0 0 0 1 2308 2046 1960.33333333333 0.474 ">= 24" "Low" "> 3 and <= 6" "None" "None" "None" 0
"606" 0 0 0 0 2308 2046 1960.33333333333 0.39 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"607" 0 0 0 0 2308 2046 1960.33333333333 0.331 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"608" 0 0 0 0 2308 2046 1960.33333333333 0.366 ">= 24" "Low" "> 3 and <= 6" "None" "None" "None" 0
"609" 0 1 0 0 2308 2046 1960.33333333333 0.438 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"610" 0 0 0 0 2308 2046 1960.33333333333 0.471 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.62073
"611" 0 0 0 0 2308 2046 1960.33333333333 0.473 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"612" 0 0 0 1 2308 2046 1960.33333333333 0.47 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"613" 0 0 1 0 2308 2046 1960.33333333333 0.481 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" ">= 1" ">= 1" 1.3074
"614" 0 0 0 1 2308 2046 1960.33333333333 0.663 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"615" 0 1 0 1 2308 2046 1960.33333333333 0.474 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" ">= 1" "None" 0
"616" 0 1 1 0 2657 2915 2766.33333333333 0.466 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"617" 0 0 0 0 2657 2915 2766.33333333333 0.316 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"618" 0 0 0 0 2657 2915 2766.33333333333 0.628 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"619" 0 0 0 0 2657 2915 2766.33333333333 0.344 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"620" 0 0 0 0 2657 2915 2766.33333333333 0.438 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"621" 0 0 0 0 2237 2310 2703.5 0.437 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" ">= 1" "None" 0
"622" 0 0 1 0 2237 2310 2705.33333333333 0.68 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"623" 0 0 0 0 2237 2310 2705.33333333333 0.557 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 1.8258
"624" 0 2 0 1 2237 2310 2705.33333333333 0.303 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 1.84948
"625" 0 1 0 0 2237 2310 2705.33333333333 0.341 ">= 24" "Low" "> 3 and <= 6" "None" "None" ">= 1" 2.49962
"626" 0 0 1 1 2237 2310 2705.33333333333 0.364 ">= 24" "Low" "> 3 and <= 6" "None" "None" ">= 1" 2.53703
"627" 0 0 4 1 2237 2310 2705.33333333333 0.568 ">= 24" "Low" "> 3 and <= 6" "None" "None" ">= 1" 2.67392
"628" 0 1 0 0 2237 2310 2705.33333333333 0.466 ">= 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"629" 0 0 0 0 2237 2310 2705.33333333333 0.481 ">= 24" "Low" "<= 3" "None" "None" "None" 0
"630" 0 0 0 0 2237 2310 2705.33333333333 0.463 ">= 24" "Low" "<= 3" "None" "None" "None" 0
"631" 0 0 0 0 2237 2310 2705.33333333333 0.478 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"632" 0 0 0 0 2237 2310 2705.33333333333 0.465 ">= 24" "Low" "<= 3" "None" "None" "None" 0
"633" 0 1 0 1 2237 2310 2705.33333333333 0.442 ">= 24" "Low" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"634" 0 1 0 0 1686 1740 1288.66666666667 0.464 "> 20 and < 24" "Low" "> 3 and <= 6" "None" ">= 1" "None" 0
"635" 0 0 0 0 1686 1740 1288.66666666667 0.517 "> 20 and < 24" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 3.4196
"636" 0 0 0 0 1686 1740 1288.66666666667 0.23 "<= 20" "Low" "> 3 and <= 6" "> 0 and <= 10" "None" "None" 0
"637" 0 0 0 2 1712 1737 1740 0.447 "<= 20" "Low" "> 3 and <= 6" "> 0 and <= 10" ">= 1" ">= 1" 3.20765
"638" 0 1 1 0 7360 8897 10086.5 0.407 ">= 24" "High" "> 6" "> 10" ">= 1" "None" 0
"639" 0 0 0 0 11514 11613 11942.3333333333 0.465 ">= 24" "High" "> 6" "> 10" "None" "None" 0
"640" 0 0 0 0 5891 6756 7063.83333333333 0.518 ">= 24" "High" "> 6" "> 0 and <= 10" ">= 1" "None" 0
"641" 0 0 0 0 5449 5487 5317.66666666667 0.398 ">= 24" "High" "> 6" "> 0 and <= 10" "None" "None" 0
"642" 0 0 0 0 5449 5487 5317.66666666667 0.533 ">= 24" "High" "> 6" "> 10" "None" ">= 1" 1.28435
"643" 0 0 0 0 5449 5487 5317.66666666667 0.513 ">= 24" "High" "> 6" "> 10" "None" "None" 0
"644" 0 0 0 0 5449 5487 5317.66666666667 0.451 ">= 24" "High" "> 6" "> 0 and <= 10" "None" "None" 0
"645" 0 1 0 1 9569 8543 8610 0.567 ">= 24" "High" "> 3 and <= 6" "> 10" "None" "None" 0
"646" 0 0 1 3 4591 4280 4305 0.563 "> 20 and < 24" "High" "> 3 and <= 6" "> 0 and <= 10" "None" ">= 1" 6.76887
"647" 0 0 0 0 5544 4720 6281.83333333333 0.501 ">= 24" "High" "> 6" "> 0 and <= 10" ">= 1" ">= 1" 1.74341
"648" 0 1 1 2 6682 7264 7768.5 0.578 ">= 24" "High" "> 6" "> 0 and <= 10" ">= 1" "None" 0
"649" 0 1 0 0 5649 6179 5026.66666666667 0.661 "> 20 and < 24" "Low" "<= 3" "> 10" "None" ">= 1" 12.3527
"650" 0 0 0 0 1921 1631 1642.66666666667 0.616 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"651" 0 0 0 0 1921 1631 1642.66666666667 0.52 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"652" 0 1 0 0 1921 1631 1642.66666666667 0.752 "> 20 and < 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"653" 0 0 1 0 1921 1631 1642.66666666667 0.746 "> 20 and < 24" "High" "<= 3" "> 10" "None" ">= 1" 1.63236
"654" 0 0 0 0 1103 1112 1097.66666666667 0.54 "<= 20" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.41021
"655" 0 2 0 0 2156 2551 2445.66666666667 0.464 "<= 20" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 8.38609
"656" 0 0 0 0 1675 1507 1406.83333333333 0.211 "<= 20" "Low" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 21.9786
"657" 0 1 1 0 3233 4150 2999.5 0.381 "<= 20" "Low" "<= 3" "> 10" ">= 1" "None" 0
"658" 0 0 1 0 3233 4150 3351.33333333333 0.359 "<= 20" "Low" "<= 3" "> 10" "None" "None" 0
"659" 0 0 0 0 3233 4150 3351.33333333333 0.416 "<= 20" "High" "<= 3" "> 10" "None" "None" 0
"660" 0 0 0 0 3233 4150 3351.33333333333 0.393 "<= 20" "High" "<= 3" "> 10" "None" "None" 0
"661" 0 0 0 1 898 1422 1389.66666666667 0.622 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 7.51742
"662" 0 0 0 1 898 1422 1389.66666666667 0.304 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"663" 0 0 0 0 898 1422 1389.66666666667 0.581 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 5.98095
"664" 0 0 0 0 898 1422 1389.66666666667 0.57 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 4.49967
"665" 0 0 0 0 898 1422 1389.66666666667 0.336 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 9.94127
"666" 0 0 0 0 898 1422 1389.66666666667 0.322 "<= 20" "Low" "<= 3" "> 10" "None" "None" 0
"667" 0 0 0 0 898 1422 1389.66666666667 0.397 "<= 20" "Low" "<= 3" "> 10" "None" ">= 1" 5.83754
"668" 0 0 0 1 898 1422 1389.66666666667 0.478 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"669" 0 0 0 1 898 1422 1389.66666666667 0.303 "<= 20" "Low" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"670" 0 1 1 2 6736 8213 8464 0.512 ">= 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"671" 0 2 0 0 6736 8213 8464 0.474 ">= 24" "High" "<= 3" "> 10" "None" "None" 0
"672" 0 0 2 2 6736 8213 8464 0.481 ">= 24" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"673" 0 0 0 0 1182 1241 1104.66666666667 0.653 "<= 20" "Low" "<= 3" "> 10" ">= 1" ">= 1" 7.70989
"674" 0 0 0 0 1270 1052 1053 0.494 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 6.93047
"675" 0 1 0 0 1270 1052 1053 0.73 "<= 20" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 5.85171
"676" 0 1 1 0 1270 1052 1053 0.642 "<= 20" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 2.93135
"677" 0 0 0 0 1270 1052 1053 0.684 "<= 20" "Low" "<= 3" "> 0 and <= 10" "None" ">= 1" 5.54738
"678" 0 1 0 0 2750 2158 1959.33333333333 0.56 "<= 20" "Low" "<= 3" "> 10" ">= 1" ">= 1" 2.84445
"679" 0 0 0 0 3099 3739 3343.66666666667 0.443 "<= 20" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.64014
"680" 0 0 1 1 3099 3739 3343.66666666667 0.566 "<= 20" "High" "<= 3" "> 0 and <= 10" "None" ">= 1" 3.09763
"681" 0 1 0 0 3099 3739 3343.66666666667 0.485 "<= 20" "High" "<= 3" "None" "None" ">= 1" 1.98081
"682" 0 0 0 2 3099 3739 3343.66666666667 0.711 "<= 20" "High" "<= 3" "> 0 and <= 10" ">= 1" ">= 1" 2.71931
"683" 0 2 0 0 3099 3739 3343.66666666667 0.413 "<= 20" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"684" 0 1 1 0 3099 3739 3343.66666666667 0.629 "<= 20" "High" "<= 3" "> 0 and <= 10" "None" "None" 0
"685" 0 0 0 0 3099 3739 3343.66666666667 0.576 "<= 20" "High" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"686" 0 0 1 0 3099 3739 3343.66666666667 0.542 "<= 20" "High" "<= 3" "> 10" "None" "None" 0
"687" 0 0 0 0 3099 3739 3343.66666666667 0.094 ">= 24" "Low" "<= 3" "> 0 and <= 10" "None" "None" 0
"688" 0 0 0 2 916 1058 955 0.648 "<= 20" "High" "<= 3" "> 0 and <= 10" ">= 1" "None" 0
"689" 0 0 1 0 916 1058 955 0.643 "<= 20" "High" "<= 3" "None" "None" "None" 0
"690" 0 0 0 0 916 1058 955 0.479 "<= 20" "High" "<= 3" "None" "None" "None" 0
